Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
3388,Rocket League,PS4,2016.0,Sports,505 Games,0.07,0.44,0.0,0.09,0.6,85.0,50.0,8.7,1302.0,E
3389,Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,0.38,0.14,0.0,0.08,0.6,44.0,29.0,2.1,31.0,E10+
3390,Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6,,,,,
3391,New Play Control! Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.23,0.17,0.14,0.05,0.6,,,,,
3392,Guitar Hero Live,XOne,2015.0,Misc,Activision,0.33,0.21,0.0,0.05,0.6,81.0,21.0,5.2,71.0,T
3393,Major League Baseball 2K7,PS2,2007.0,Sports,Spike,0.29,0.23,0.0,0.08,0.6,71.0,5.0,,,E
3394,Dai-2-Ji Super Robot Taisen \xce\xb1,PS2,2003.0,Strategy,Banpresto,0.0,0.0,0.6,0.0,0.6,,,,,
3395,PGR3 - Project Gotham Racing 3,X360,2005.0,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,,,,,
3396,SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,27.0,6.3,18.0,E
3397,Littlest Pet Shop: Jungle,DS,2008.0,Simulation,Electronic Arts,0.34,0.2,0.0,0.06,0.59,,,,,E
3398,Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,THQ,0.29,0.23,0.0,0.08,0.59,62.0,8.0,8.1,8.0,E
3399,Assassins Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1115.0,M
3400,Dai-3-Ji Super Robot Taisen \xce\xb1: Shuuen no Ginga e,PS2,2005.0,Strategy,Banpresto,0.0,0.0,0.59,0.0,0.59,,,,,
3401,Jikkyou Powerful Pro Yakyuu 97 Kaimakuban,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.59,,,,,
3402,Monopoly,X360,2008.0,Misc,Electronic Arts,0.34,0.2,0.0,0.06,0.59,56.0,9.0,5.8,17.0,E
3403,CyberTiger,PS,1998.0,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59,,,,,
3404,Jampack Fall 2001,PS,2001.0,Misc,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,,,,,
3405,Dead Space,PC,2008.0,Action,Electronic Arts,0.0,0.54,0.0,0.06,0.59,86.0,28.0,8.0,1111.0,M
3406,Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,80.0,16.0,7.9,16.0,T
3407,NFL Blitz 2001,PS,2000.0,Sports,Midway Games,0.33,0.22,0.0,0.04,0.59,70.0,6.0,,,E
3408,Jikkyou Powerful Pro Yakyuu 98 Kaimakuban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.59,,,,,
3409,Rock Band 2,PS2,2008.0,Misc,MTV Games,0.29,0.23,0.0,0.08,0.59,,,8.0,4.0,T
3410,NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.12,0.0,0.07,0.59,88.0,38.0,7.1,54.0,E10+
3411,Yakuza 5,PS3,2012.0,Action,Sega,0.0,0.0,0.59,0.0,0.59,83.0,34.0,8.5,182.0,M
3412,BurgerTime,2600,1981.0,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,,,,,
3413,Ben 10: Alien Force,PSP,2008.0,Action,Koch Media,0.35,0.14,0.0,0.1,0.59,,,7.7,12.0,E10+
3414,2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73.0,19.0,5.6,18.0,E
3415,MVP Baseball 2004,X,2004.0,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90.0,31.0,8.5,19.0,E
3416,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62.0,11.0,7.5,25.0,E
3417,Smurf: Rescue In Gargamels Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,0.59,,,,,
3418,Beijing 2008,X360,2008.0,Sports,Sega,0.15,0.38,0.0,0.07,0.59,,,,,
3419,Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,0.25,0.0,0.31,0.02,0.59,,,,,
3420,NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.54,0.0,0.0,0.05,0.59,84.0,46.0,7.8,67.0,E
3421,Ready 2 Rumble Boxing,N64,1999.0,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59,,,,,
3422,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,,,,,
3423,Spelling Challenges and more!,DS,2007.0,Misc,505 Games,0.54,0.0,0.0,0.04,0.59,,,,,
3424,Dead or Alive Xtreme Beach Volleyball,X,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73.0,42.0,7.8,47.0,M
3425,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59,,,,,
3426,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,83.0,M
3427,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.14,0.12,0.28,0.05,0.59,66.0,5.0,5.9,244.0,M
3428,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.38,0.17,0.0,0.05,0.59,,,,,E
3429,Blur,X360,2010.0,Racing,Activision,0.25,0.27,0.0,0.06,0.59,82.0,78.0,8.3,169.0,E10+
3430,Kane & Lynch 2: Dog Days,PS3,2010.0,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,,
3431,Barbie: Race & Ride,PS,1999.0,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,,,,,
3432,Madden NFL 06,X360,2005.0,Sports,Electronic Arts,0.54,0.0,0.01,0.03,0.59,74.0,48.0,4.8,45.0,E
3433,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0,E
3434,Disney Sing It! High School Musical 3: Senior Year,Wii,2008.0,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.59,,,,,
3435,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81.0,26.0,9.0,20.0,E
3436,Skylanders SWAP Force,WiiU,2013.0,Platform,Activision,0.38,0.15,0.0,0.05,0.59,89.0,7.0,6.0,96.0,E10+
3437,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010.0,Shooter,Activision,0.38,0.15,0.0,0.05,0.59,,,,,
3438,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81.0,25.0,9.6,116.0,E
3439,Backyard NBA Basketball,PS2,2003.0,Sports,Atari,0.29,0.22,0.0,0.07,0.59,,,,,
3440,Farming Simulator 17,PS4,2016.0,Simulation,Focus Home Interactive,0.07,0.43,0.0,0.09,0.59,69.0,18.0,8.0,13.0,E
3441,Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.7,47.0,T
3442,WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,E
3443,Kirbys Dream Course,SNES,1994.0,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,,,,,
3444,Iron Man,Wii,2008.0,Action,Sega,0.3,0.22,0.0,0.06,0.59,44.0,14.0,7.0,8.0,T
3445,The Fight: Lights Out,PS3,2010.0,Fighting,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,48.0,39.0,7.5,77.0,T
3446,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.0,0.08,0.58,90.0,52.0,8.5,3083.0,M
3447,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,30.0,5.1,38.0,E
3448,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90.0,30.0,7.8,87.0,E
3449,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.58,,,,,E
3450,The LEGO Movie Videogame,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.4,0.13,0.0,0.06,0.58,69.0,18.0,6.9,49.0,E10+
3451,Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67.0,34.0,7.7,47.0,E10+
3452,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,Activision,0.21,0.23,0.0,0.14,0.58,,,,,E10+
3453,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.3,125.0,T
3454,Tokimeki Memorial: Forever with You,PS,1995.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58,,,,,
3455,Diablo,PS,1997.0,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,
3456,FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.1,80.0,E
3457,Q*bert,2600,1982.0,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58,,,,,
3458,Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58.0,23.0,8.0,35.0,E10+
3459,Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,T
3460,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,E
3461,Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0.0,0.05,0.58,33.0,6.0,3.7,9.0,E
3462,The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73.0,35.0,8.2,60.0,T
3463,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,T
3464,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58,73.0,7.0,6.9,11.0,E10+
3465,Sonic & All-Stars Racing Transformed,X360,2012.0,Racing,Sega,0.2,0.33,0.0,0.05,0.58,,,,,
3466,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81.0,20.0,7.3,25.0,E
3467,Jeopardy!,Wii,2010.0,Misc,THQ,0.55,0.0,0.0,0.04,0.58,,,,,
3468,Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0,E
3469,Sammy Sosa High Heat Baseball 2001,PS,2000.0,Sports,3DO,0.32,0.22,0.0,0.04,0.58,,,,,
3470,Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.7,6.0,T
3471,Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,38.0,21.0,6.3,23.0,T
3472,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,M
3473,Tom Clancys HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,T
3474,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,48.0,8.3,256.0,M
3475,International Superstar Soccer 98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,,,,,
3476,FIFA: Road to  World Cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58,,,,,
3477,World Cup 98,N64,1998.0,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58,,,,,
3478,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.15,0.0,0.07,0.58,86.0,33.0,7.5,52.0,E10+
3479,NASCAR: Dirt to Daytona,PS2,2002.0,Racing,Monster Games,0.28,0.22,0.0,0.07,0.58,84.0,10.0,8.8,19.0,E
3480,Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77.0,23.0,6.8,13.0,M
3481,Digimon World 2,PS,2000.0,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,42.0,5.0,7.6,47.0,E
3482,Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58,,,,,
3483,Prince of Persia: The Two Thrones,X,2005.0,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58,85.0,46.0,8.4,28.0,M
3484,Xenosaga Episode II: Jenseits von Gut und B\xc3\xb6se,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.58,,,,,
3485,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58,,,,,
3486,Shrek 2: Beg for Mercy,GBA,2004.0,Adventure,Activision,0.42,0.15,0.0,0.01,0.58,,,,,
3487,FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.58,,,7.6,5.0,E
3488,XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.25,0.23,0.0,0.1,0.58,89.0,20.0,8.2,298.0,M
3489,Cabelas Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,0.53,0.02,0.0,0.04,0.58,,,,,T
3490,JoJos Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71.0,53.0,8.3,55.0,T
3491,Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78.0,33.0,6.6,25.0,T
3492,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34.0,E
3493,Skylanders: Spyros Adventure,3DS,2011.0,Action,Activision,0.33,0.2,0.0,0.05,0.58,82.0,8.0,4.9,62.0,E10+
3494,Championship Motocross featuring Ricky Carmichael,PS,1998.0,Racing,THQ,0.32,0.22,0.0,0.04,0.58,,,,,
3495,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58,,,,,
3496,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.33,0.0,0.21,0.04,0.58,78.0,33.0,8.2,124.0,E10+
3497,Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,E10+
3498,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,312.0,E10+
3499,Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58,,,,,
3500,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.0,0.04,0.58,77.0,14.0,8.7,32.0,M
3501,Go Diego Go! Great Dinosaur Rescue,Wii,2008.0,Action,Take-Two Interactive,0.52,0.02,0.0,0.04,0.58,,,,,
3502,Tony Hawks Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,8.5,22.0,T
3503,Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,T
3504,NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,27.0,8.5,29.0,E10+
3505,WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,0.29,0.23,0.0,0.05,0.58,56.0,25.0,5.7,63.0,T
3506,Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58,79.0,14.0,9.0,79.0,M
3507,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58,,,,,
3508,Skate it,Wii,2008.0,Sports,Electronic Arts,0.5,0.03,0.0,0.04,0.58,70.0,37.0,8.4,25.0,E
3509,London 2012: The Official Video Game of the Olympic Games,X360,2012.0,Sports,Sega,0.07,0.44,0.0,0.07,0.58,,,,,
3510,Madden NFL 2002,X,2001.0,Sports,Electronic Arts,0.53,0.02,0.0,0.03,0.58,90.0,16.0,8.1,8.0,E
3511,Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,Action,Disney Interactive Studios,0.35,0.18,0.0,0.05,0.58,76.0,4.0,8.3,6.0,E10+
3512,NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58,,,,,E
3513,Theme Park,PS,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,,,,,
3514,Far Cry Instincts,X,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0,M
3515,Hasbro Family Game Night,PS2,2008.0,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.57,,,,,E
3516,Tony Hawks Pro Skater 4,GBA,2002.0,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85.0,13.0,8.8,4.0,E
3517,ATV Offroad Fury: Blazin Trails,PSP,2005.0,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,63.0,32.0,7.8,16.0,E
3518,Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,78.0,22.0,8.4,109.0,T
3519,Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.27,0.14,0.12,0.04,0.57,,,,,
3520,Payday 2,X360,2013.0,Shooter,505 Games,0.33,0.19,0.0,0.05,0.57,75.0,18.0,6.3,203.0,M
3521,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.57,,,,,
3522,Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.11,0.11,0.29,0.07,0.57,74.0,4.0,6.3,8.0,E
3523,Blacksite: Area 51,X360,2007.0,Shooter,Midway Games,0.29,0.22,0.0,0.06,0.57,62.0,48.0,6.1,65.0,T
3524,Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,E
3525,Petz Dogz 2,Wii,2007.0,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57,,,,,E
3526,Beyond The Beyond,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57,,,,,
3527,Ben 10: Alien Force,PS2,2008.0,Action,Koch Media,0.22,0.02,0.0,0.33,0.57,,,6.0,7.0,E10+
3528,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,81.0,31.0,8.0,72.0,T
3529,Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86.0,21.0,8.5,11.0,E
3530,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007.0,Action,Capcom,0.24,0.0,0.31,0.02,0.57,,,,,
3531,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.06,0.07,0.42,0.02,0.57,,,8.0,47.0,T
3532,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87.0,50.0,8.4,112.0,T
3533,Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.17,0.09,0.28,0.03,0.57,69.0,57.0,6.9,89.0,E10+
3534,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007.0,Action,Activision,0.5,0.03,0.0,0.05,0.57,,,,,
3535,Iron Man,X360,2008.0,Action,Sega,0.27,0.24,0.0,0.06,0.57,45.0,43.0,5.9,53.0,T
3536,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,73.0,27.0,7.9,28.0,T
3537,Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.17,0.25,0.11,0.04,0.57,68.0,38.0,6.6,18.0,E
3538,NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.57,88.0,35.0,7.9,40.0,E10+
3539,The Mysterious Murasame Castle,NES,1986.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57,,,,,
3540,NBA Hangtime,N64,1997.0,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57,,,,,
3541,Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.0,0.08,0.57,,,3.8,4.0,E
3542,Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.09,0.0,0.05,0.57,91.0,34.0,8.0,95.0,T
3543,Blood Wake,X,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,71.0,30.0,7.5,13.0,T
3544,Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,T
3545,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.22,0.3,0.0,0.05,0.57,86.0,29.0,6.2,1733.0,M
3546,Rapala: We Fish,Wii,2009.0,Sports,Activision,0.52,0.01,0.0,0.04,0.57,,,,,E
3547,Harvest Moon: Sunshine Islands,DS,2008.0,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57,,,,,
3548,Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.57,,,,,
3549,LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.31,0.21,0.0,0.05,0.57,62.0,5.0,6.5,29.0,E10+
3550,FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.0,0.08,0.57,77.0,28.0,8.1,33.0,E
3551,Wreckless: ThE YaKuza MisSiOns,X,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,5.2,13.0,T
3552,Super Bomberman,SNES,1992.0,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57,,,,,
3553,Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,60.0,27.0,7.2,249.0,M
3554,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80.0,39.0,7.8,127.0,T
3555,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.21,0.0,0.1,0.57,67.0,16.0,6.4,108.0,M
3556,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008.0,Action,THQ,0.52,0.0,0.0,0.04,0.57,,,6.0,5.0,E
3557,SpongeBob SquarePants: Battle for Bikini Bottom,X,2003.0,Platform,THQ,0.45,0.1,0.0,0.02,0.57,70.0,8.0,8.9,17.0,E
3558,SD Gundam G Generation Neo,PS2,2002.0,Strategy,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,,,,,
3559,The Conduit,Wii,2009.0,Shooter,Sega,0.28,0.23,0.0,0.06,0.57,69.0,79.0,8.2,258.0,T
3560,Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.0,0.04,0.57,63.0,61.0,7.0,54.0,T
3561,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.2,0.3,0.0,0.07,0.57,67.0,11.0,,,E
3562,Up,Wii,2009.0,Action,THQ,0.22,0.28,0.0,0.06,0.57,62.0,6.0,8.0,4.0,E10+
3563,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.14,0.0,0.05,0.57,66.0,31.0,5.3,13.0,E10+
3564,Top Spin 3,PS3,2008.0,Action,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,75.0,36.0,7.5,20.0,E
3565,RalliSport Challenge,X,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,87.0,32.0,8.3,19.0,E
3566,Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,0.19,0.15,0.17,0.05,0.57,58.0,35.0,7.7,71.0,M
3567,Bob the Builder: Can We Fix It?,PS,2000.0,Action,THQ,0.31,0.21,0.0,0.04,0.57,,,,,
3568,XIII,PS2,2003.0,Shooter,Ubisoft,0.28,0.22,0.0,0.07,0.57,73.0,37.0,8.6,35.0,M
3569,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,32.0,8.2,28.0,T
3570,Bratz 4 Real,DS,2007.0,Adventure,THQ,0.29,0.22,0.0,0.06,0.57,,,,,E
3571,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.15,0.37,0.0,0.04,0.57,,,4.3,12.0,E
3572,Yokai Sangokushi,3DS,2016.0,Action,Level 5,0.0,0.0,0.57,0.0,0.57,,,,,
3573,3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,66.0,8.1,97.0,E10+
3574,Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83.0,10.0,8.9,47.0,T
3575,True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,M
3576,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83.0,49.0,8.6,60.0,T
3577,Petz Wild Animals: Tigerz,DS,2008.0,Simulation,Ubisoft,0.52,0.0,0.0,0.04,0.56,,,,,E
3578,The Incredible Hulk,GBA,2003.0,Action,Universal Interactive,0.4,0.15,0.0,0.01,0.56,,,,,
3579,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.0,0.01,0.56,,,,,E
3580,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,11.0,6.5,19.0,E10+
3581,Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66.0,18.0,8.6,14.0,E10+
3582,The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,T
3583,NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56,78.0,18.0,7.6,8.0,E
3584,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,E
